id,epoch,eva,test,lr
1, 0.204, 0.199, 0.001000
2, 0.210, 0.210, 0.000100
3, 0.214, 0.215, 0.000010
4, 0.217, 0.216, 0.000001
5, 0.222, 0.219, 0.000000
1, 0.149, 0.149, 0.001000
2, 0.178, 0.180, 0.000100
3, 0.187, 0.185, 0.000010
4, 0.176, 0.177, 0.000001
5, 0.186, 0.184, 0.000000
1, 0.174, 0.168, 0.001000
2, 0.189, 0.191, 0.000100
3, 0.187, 0.183, 0.000010
4, 0.176, 0.180, 0.000001
5, 0.198, 0.193, 0.000000
1, 0.197, 0.206, 0.001000
2, 0.218, 0.226, 0.000100
3, 0.212, 0.221, 0.000010
4, 0.217, 0.225, 0.000001
5, 0.216, 0.225, 0.000000
1, 0.190, 0.199, 0.001000
2, 0.210, 0.212, 0.000100
3, 0.215, 0.218, 0.000010
4, 0.215, 0.218, 0.000001
5, 0.212, 0.214, 0.000000
1, 0.224, 0.225, 0.001000
2, 0.241, 0.237, 0.000100
3, 0.241, 0.237, 0.000010
4, 0.239, 0.237, 0.000001
5, 0.241, 0.244, 0.000000
1, 0.168, 0.157, 0.001000
2, 0.166, 0.163, 0.000100
3, 0.178, 0.173, 0.000010
4, 0.167, 0.162, 0.000001
5, 0.171, 0.160, 0.000000
1, 0.187, 0.182, 0.001000
2, 0.201, 0.202, 0.000100
3, 0.201, 0.199, 0.000010
4, 0.204, 0.197, 0.000001
5, 0.198, 0.201, 0.000000
1, 0.187, 0.177, 0.001000
2, 0.203, 0.202, 0.000100
3, 0.210, 0.205, 0.000010
4, 0.206, 0.207, 0.000001
5, 0.204, 0.205, 0.000000
1, 0.167, 0.175, 0.001000
2, 0.185, 0.191, 0.000100
3, 0.191, 0.195, 0.000010
4, 0.184, 0.190, 0.000001
5, 0.192, 0.198, 0.000000
1, 0.167, 0.165, 0.001000
2, 0.180, 0.178, 0.000100
3, 0.185, 0.184, 0.000010
4, 0.193, 0.184, 0.000001
5, 0.182, 0.180, 0.000000
1, 0.214, 0.214, 0.001000
2, 0.235, 0.237, 0.000100
3, 0.239, 0.246, 0.000010
4, 0.241, 0.245, 0.000001
5, 0.247, 0.252, 0.000000
1, 0.188, 0.198, 0.001000
2, 0.204, 0.210, 0.000100
3, 0.208, 0.219, 0.000010
4, 0.208, 0.217, 0.000001
5, 0.202, 0.213, 0.000000
1, 0.212, 0.220, 0.001000
2, 0.227, 0.233, 0.000100
3, 0.231, 0.240, 0.000010
4, 0.227, 0.233, 0.000001
5, 0.222, 0.228, 0.000000
1, 0.173, 0.175, 0.001000
2, 0.186, 0.188, 0.000100
3, 0.188, 0.191, 0.000010
4, 0.185, 0.191, 0.000001
5, 0.184, 0.184, 0.000000
1, 0.135, 0.145, 0.001000
2, 0.141, 0.155, 0.000100
3, 0.144, 0.149, 0.000010
4, 0.145, 0.150, 0.000001
5, 0.151, 0.159, 0.000000
1, 0.165, 0.156, 0.001000
2, 0.176, 0.174, 0.000100
3, 0.177, 0.177, 0.000010
4, 0.179, 0.180, 0.000001
5, 0.180, 0.181, 0.000000
1, 0.188, 0.198, 0.001000
2, 0.203, 0.206, 0.000100
3, 0.211, 0.217, 0.000010
4, 0.207, 0.209, 0.000001
5, 0.201, 0.208, 0.000000
1, 0.129, 0.128, 0.001000
2, 0.135, 0.133, 0.000100
3, 0.137, 0.139, 0.000010
4, 0.139, 0.136, 0.000001
5, 0.138, 0.135, 0.000000
1, 0.199, 0.201, 0.001000
2, 0.216, 0.221, 0.000100
3, 0.206, 0.210, 0.000010
4, 0.219, 0.222, 0.000001
5, 0.228, 0.228, 0.000000
1, 0.164, 0.162, 0.001000
2, 0.183, 0.183, 0.000100
3, 0.181, 0.184, 0.000010
4, 0.188, 0.191, 0.000001
5, 0.184, 0.183, 0.000000
1, 0.202, 0.206, 0.001000
2, 0.219, 0.213, 0.000100
3, 0.216, 0.212, 0.000010
4, 0.216, 0.214, 0.000001
5, 0.218, 0.221, 0.000000
1, 0.216, 0.208, 0.001000
2, 0.225, 0.224, 0.000100
3, 0.227, 0.223, 0.000010
4, 0.227, 0.223, 0.000001
5, 0.222, 0.225, 0.000000
1, 0.149, 0.146, 0.001000
2, 0.164, 0.161, 0.000100
3, 0.168, 0.166, 0.000010
4, 0.167, 0.161, 0.000001
5, 0.167, 0.162, 0.000000
1, 0.196, 0.195, 0.001000
2, 0.215, 0.215, 0.000100
3, 0.208, 0.215, 0.000010
4, 0.218, 0.219, 0.000001
5, 0.217, 0.220, 0.000000
1, 0.195, 0.195, 0.001000
2, 0.202, 0.209, 0.000100
3, 0.206, 0.206, 0.000010
4, 0.204, 0.208, 0.000001
5, 0.208, 0.215, 0.000000
1, 0.127, 0.130, 0.001000
2, 0.142, 0.152, 0.000100
3, 0.144, 0.146, 0.000010
4, 0.148, 0.147, 0.000001
5, 0.148, 0.151, 0.000000
1, 0.192, 0.196, 0.001000
2, 0.202, 0.205, 0.000100
3, 0.208, 0.212, 0.000010
4, 0.203, 0.207, 0.000001
5, 0.209, 0.213, 0.000000
1, 0.227, 0.227, 0.001000
2, 0.247, 0.252, 0.000100
3, 0.251, 0.259, 0.000010
4, 0.250, 0.250, 0.000001
5, 0.247, 0.247, 0.000000
1, 0.177, 0.181, 0.001000
2, 0.200, 0.209, 0.000100
3, 0.198, 0.208, 0.000010
4, 0.198, 0.206, 0.000001
5, 0.200, 0.210, 0.000000
1, 0.183, 0.184, 0.001000
2, 0.210, 0.210, 0.000100
3, 0.218, 0.216, 0.000010
4, 0.211, 0.214, 0.000001
5, 0.207, 0.210, 0.000000
1, 0.191, 0.186, 0.001000
2, 0.218, 0.216, 0.000100
3, 0.228, 0.218, 0.000010
4, 0.228, 0.227, 0.000001
5, 0.219, 0.220, 0.000000
1, 0.169, 0.171, 0.001000
2, 0.184, 0.190, 0.000100
3, 0.180, 0.193, 0.000010
4, 0.178, 0.189, 0.000001
5, 0.181, 0.186, 0.000000
1, 0.201, 0.201, 0.001000
2, 0.211, 0.213, 0.000100
3, 0.217, 0.219, 0.000010
4, 0.210, 0.216, 0.000001
5, 0.215, 0.216, 0.000000
1, 0.215, 0.209, 0.001000
2, 0.237, 0.237, 0.000100
3, 0.237, 0.245, 0.000010
4, 0.236, 0.243, 0.000001
5, 0.238, 0.240, 0.000000
1, 0.151, 0.167, 0.001000
2, 0.187, 0.194, 0.000100
3, 0.192, 0.197, 0.000010
4, 0.193, 0.204, 0.000001
5, 0.191, 0.198, 0.000000
1, 0.178, 0.177, 0.001000
2, 0.205, 0.201, 0.000100
3, 0.207, 0.204, 0.000010
4, 0.203, 0.197, 0.000001
5, 0.198, 0.203, 0.000000
1, 0.197, 0.200, 0.001000
2, 0.216, 0.223, 0.000100
3, 0.209, 0.215, 0.000010
4, 0.211, 0.210, 0.000001
5, 0.207, 0.215, 0.000000
1, 0.146, 0.144, 0.001000
2, 0.163, 0.165, 0.000100
3, 0.168, 0.166, 0.000010
4, 0.160, 0.161, 0.000001
5, 0.166, 0.166, 0.000000
1, 0.184, 0.189, 0.001000
2, 0.213, 0.212, 0.000100
3, 0.213, 0.215, 0.000010
4, 0.214, 0.212, 0.000001
5, 0.213, 0.216, 0.000000
1, 0.167, 0.162, 0.001000
2, 0.182, 0.185, 0.000100
3, 0.190, 0.185, 0.000010
4, 0.188, 0.189, 0.000001
5, 0.188, 0.187, 0.000000
1, 0.160, 0.166, 0.001000
2, 0.173, 0.169, 0.000100
3, 0.171, 0.169, 0.000010
4, 0.178, 0.176, 0.000001
5, 0.174, 0.170, 0.000000
1, 0.149, 0.146, 0.001000
2, 0.159, 0.154, 0.000100
3, 0.164, 0.159, 0.000010
4, 0.163, 0.159, 0.000001
5, 0.164, 0.157, 0.000000
1, 0.192, 0.190, 0.001000
2, 0.211, 0.206, 0.000100
3, 0.219, 0.210, 0.000010
4, 0.210, 0.206, 0.000001
5, 0.207, 0.204, 0.000000
1, 0.171, 0.171, 0.001000
2, 0.196, 0.198, 0.000100
3, 0.200, 0.191, 0.000010
4, 0.195, 0.197, 0.000001
5, 0.192, 0.189, 0.000000
1, 0.215, 0.210, 0.001000
2, 0.237, 0.236, 0.000100
3, 0.240, 0.241, 0.000010
4, 0.240, 0.235, 0.000001
5, 0.240, 0.243, 0.000000
1, 0.170, 0.172, 0.001000
2, 0.185, 0.182, 0.000100
3, 0.189, 0.184, 0.000010
4, 0.194, 0.188, 0.000001
5, 0.187, 0.180, 0.000000
1, 0.156, 0.158, 0.001000
2, 0.168, 0.162, 0.000100
3, 0.169, 0.167, 0.000010
4, 0.169, 0.166, 0.000001
5, 0.170, 0.165, 0.000000
1, 0.150, 0.142, 0.001000
2, 0.167, 0.158, 0.000100
3, 0.165, 0.159, 0.000010
4, 0.172, 0.158, 0.000001
5, 0.173, 0.158, 0.000000
1, 0.190, 0.191, 0.001000
2, 0.201, 0.201, 0.000100
3, 0.211, 0.217, 0.000010
4, 0.212, 0.215, 0.000001
5, 0.208, 0.214, 0.000000
1, 0.209, 0.219, 0.001000
2, 0.235, 0.241, 0.000100
3, 0.236, 0.245, 0.000010
4, 0.233, 0.245, 0.000001
5, 0.234, 0.246, 0.000000
1, 0.196, 0.187, 0.001000
2, 0.198, 0.193, 0.000100
3, 0.197, 0.193, 0.000010
4, 0.201, 0.196, 0.000001
5, 0.201, 0.194, 0.000000
1, 0.201, 0.191, 0.001000
2, 0.211, 0.202, 0.000100
3, 0.209, 0.204, 0.000010
4, 0.205, 0.201, 0.000001
5, 0.205, 0.195, 0.000000
1, 0.212, 0.207, 0.001000
2, 0.222, 0.216, 0.000100
3, 0.224, 0.217, 0.000010
4, 0.221, 0.219, 0.000001
5, 0.224, 0.216, 0.000000
1, 0.150, 0.152, 0.001000
2, 0.162, 0.164, 0.000100
3, 0.153, 0.151, 0.000010
4, 0.157, 0.169, 0.000001
5, 0.155, 0.163, 0.000000
1, 0.191, 0.193, 0.001000
2, 0.198, 0.198, 0.000100
3, 0.206, 0.202, 0.000010
4, 0.204, 0.203, 0.000001
5, 0.207, 0.202, 0.000000
1, 0.222, 0.233, 0.001000
2, 0.238, 0.242, 0.000100
3, 0.245, 0.246, 0.000010
4, 0.234, 0.246, 0.000001
5, 0.235, 0.241, 0.000000
1, 0.140, 0.138, 0.001000
2, 0.168, 0.165, 0.000100
3, 0.168, 0.166, 0.000010
4, 0.163, 0.168, 0.000001
5, 0.172, 0.162, 0.000000
1, 0.115, 0.116, 0.001000
2, 0.127, 0.127, 0.000100
3, 0.131, 0.131, 0.000010
4, 0.130, 0.129, 0.000001
5, 0.123, 0.127, 0.000000
1, 0.142, 0.133, 0.001000
2, 0.159, 0.148, 0.000100
3, 0.157, 0.146, 0.000010
4, 0.151, 0.142, 0.000001
5, 0.159, 0.149, 0.000000
1, 0.177, 0.183, 0.001000
2, 0.181, 0.194, 0.000100
3, 0.184, 0.191, 0.000010
4, 0.185, 0.197, 0.000001
5, 0.182, 0.189, 0.000000
1, 0.130, 0.133, 0.001000
2, 0.140, 0.142, 0.000100
3, 0.144, 0.142, 0.000010
4, 0.145, 0.150, 0.000001
5, 0.144, 0.149, 0.000000
1, 0.198, 0.195, 0.001000
2, 0.225, 0.222, 0.000100
3, 0.224, 0.220, 0.000010
4, 0.222, 0.218, 0.000001
5, 0.227, 0.219, 0.000000
1, 0.209, 0.211, 0.001000
2, 0.211, 0.220, 0.000100
3, 0.232, 0.232, 0.000010
4, 0.224, 0.226, 0.000001
5, 0.224, 0.234, 0.000000
1, 0.217, 0.217, 0.001000
2, 0.228, 0.231, 0.000100
3, 0.224, 0.225, 0.000010
4, 0.224, 0.230, 0.000001
5, 0.228, 0.231, 0.000000
1, 0.183, 0.199, 0.001000
2, 0.200, 0.210, 0.000100
3, 0.205, 0.207, 0.000010
4, 0.202, 0.209, 0.000001
5, 0.205, 0.212, 0.000000
1, 0.159, 0.153, 0.001000
2, 0.159, 0.153, 0.000100
3, 0.165, 0.161, 0.000010
4, 0.167, 0.164, 0.000001
5, 0.163, 0.161, 0.000000
1, 0.192, 0.196, 0.001000
2, 0.216, 0.220, 0.000100
3, 0.221, 0.225, 0.000010
4, 0.217, 0.221, 0.000001
5, 0.222, 0.221, 0.000000
1, 0.168, 0.174, 0.001000
2, 0.187, 0.192, 0.000100
3, 0.193, 0.188, 0.000010
4, 0.193, 0.189, 0.000001
5, 0.188, 0.186, 0.000000
1, 0.196, 0.194, 0.001000
2, 0.193, 0.187, 0.000100
3, 0.202, 0.194, 0.000010
4, 0.196, 0.193, 0.000001
5, 0.196, 0.186, 0.000000
1, 0.192, 0.190, 0.001000
2, 0.199, 0.205, 0.000100
3, 0.215, 0.216, 0.000010
4, 0.204, 0.203, 0.000001
5, 0.206, 0.208, 0.000000
1, 0.203, 0.207, 0.001000
2, 0.221, 0.224, 0.000100
3, 0.220, 0.220, 0.000010
4, 0.218, 0.218, 0.000001
5, 0.219, 0.220, 0.000000
1, 0.120, 0.114, 0.001000
2, 0.122, 0.113, 0.000100
3, 0.119, 0.117, 0.000010
4, 0.123, 0.117, 0.000001
5, 0.122, 0.117, 0.000000
1, 0.152, 0.152, 0.001000
2, 0.160, 0.161, 0.000100
3, 0.157, 0.159, 0.000010
4, 0.159, 0.161, 0.000001
5, 0.158, 0.159, 0.000000
1, 0.187, 0.188, 0.001000
2, 0.206, 0.205, 0.000100
3, 0.204, 0.206, 0.000010
4, 0.208, 0.207, 0.000001
5, 0.203, 0.208, 0.000000
1, 0.184, 0.187, 0.001000
2, 0.188, 0.193, 0.000100
3, 0.199, 0.205, 0.000010
4, 0.204, 0.207, 0.000001
5, 0.191, 0.197, 0.000000
1, 0.151, 0.146, 0.001000
2, 0.157, 0.149, 0.000100
3, 0.160, 0.153, 0.000010
4, 0.159, 0.151, 0.000001
5, 0.157, 0.153, 0.000000
1, 0.172, 0.165, 0.001000
2, 0.200, 0.196, 0.000100
3, 0.189, 0.185, 0.000010
4, 0.197, 0.196, 0.000001
5, 0.191, 0.188, 0.000000
1, 0.183, 0.184, 0.001000
2, 0.207, 0.208, 0.000100
3, 0.206, 0.210, 0.000010
4, 0.208, 0.209, 0.000001
5, 0.209, 0.214, 0.000000
1, 0.195, 0.201, 0.001000
2, 0.200, 0.204, 0.000100
3, 0.199, 0.205, 0.000010
4, 0.194, 0.199, 0.000001
5, 0.207, 0.212, 0.000000
1, 0.182, 0.182, 0.001000
2, 0.194, 0.195, 0.000100
3, 0.193, 0.196, 0.000010
4, 0.194, 0.191, 0.000001
5, 0.191, 0.193, 0.000000
1, 0.213, 0.206, 0.001000
2, 0.219, 0.215, 0.000100
3, 0.221, 0.218, 0.000010
4, 0.222, 0.218, 0.000001
5, 0.221, 0.214, 0.000000
1, 0.192, 0.192, 0.001000
2, 0.209, 0.209, 0.000100
3, 0.207, 0.208, 0.000010
4, 0.203, 0.203, 0.000001
5, 0.202, 0.204, 0.000000
1, 0.202, 0.192, 0.001000
2, 0.214, 0.208, 0.000100
3, 0.204, 0.202, 0.000010
4, 0.215, 0.205, 0.000001
5, 0.213, 0.205, 0.000000
1, 0.182, 0.183, 0.001000
2, 0.201, 0.200, 0.000100
